group,label,precision,operation,domain,domain_role,samples,primary_competitor,primary_competitor_supported,fltx_worst_bits,fltx_mean_bits,fltx_domain_score,fltx_inf_nan_support,competitor_worst_bits,competitor_mean_bits,competitor_domain_score,competitor_inf_nan_support,precision_gap_bits,domain_gap_pp,fltx_ns_iter,competitor_ns_iter,speed_ratio,preferred_reference,preferred_mean_gap_bits,preferred_worst_gap_bits,preferred_domain_gap_pp,preferred_speed_ratio,qdpp (qd_real)_supported,qdpp (qd_real)_worst_bits,qdpp (qd_real)_mean_bits,qdpp (qd_real)_domain_score,qdpp (qd_real)_inf_nan_support,qdpp (qd_real)_gap_bits,qdpp (qd_real)_domain_gap_pp,qdpp (qd_real)_ns_iter,qdpp (qd_real)_speed_ratio
Rounding,llrint,f256,llrint,primary,primary,216,boost::multiprecision::mpfr_float_backend<64>,yes,exact,320,100,Both,0,317.037,79.924,No,exact,20.076,9.68513,278.633,28.7691,boost::multiprecision::mpfr_float_backend<64>,exact,320,20.076,28.7691,no,-,-,-,-,-,-,-,-
Remainders,fmod,f256,fmod,primary,primary,209,boost::multiprecision::mpfr_float_backend<64>,yes,exact,320,100,Both,173.502,230.527,39.4109,Both,exact,60.5891,105.619,322.851,3.05676,qdpp (qd_real),exact,143.804,67.7575,3.76536,yes,176.196,275.444,32.2425,NaN,exact,67.7575,397.692,3.76536
Remainders,remainder,f256,remainder,primary,primary,209,boost::multiprecision::mpfr_float_backend<64>,yes,212.193,316.272,99.5026,Both,173.502,229.943,39.8679,Both,38.6906,59.6348,135.975,316.645,2.3287,qdpp (qd_real),41.2356,35.8474,66.674,2.88693,yes,176.345,275.036,32.8286,NaN,35.8474,66.674,392.55,2.88693
Remainders,remquo,f256,remquo,primary,primary,209,boost::multiprecision::mpfr_float_backend<64>,yes,212.193,316.272,99.3214,Both,173.502,229.943,39.6749,Both,38.6906,59.6464,132.672,379.274,2.85873,boost::multiprecision::mpfr_float_backend<64>,86.329,38.6906,59.6464,2.85873,no,-,-,-,-,-,-,-,-
Floating-point utilities,abs,f256,fabs,primary,primary,213,boost::multiprecision::mpfr_float_backend<64>,yes,exact,320,100,Both,214.051,250.58,100,Both,exact,0,8.53865,49.2681,5.77002,qdpp (qd_real),0,0,0,1.00209,yes,exact,320,100,Both,0,0,8.55653,1.00209
Floating-point utilities,fma,f256,fma,primary,primary,207,boost::multiprecision::mpfr_float_backend<64>,yes,exact,320,100,Both,201.732,228.439,100,Both,exact,0,30.9128,139.518,4.51327,boost::multiprecision::mpfr_float_backend<64>,exact,118.268,0,4.51327,no,-,-,-,-,-,-,-,-
Floating-point utilities,fmin,f256,fmin,primary,primary,211,boost::multiprecision::mpfr_float_backend<64>,yes,exact,320,100,Both,214.128,245.448,100,Both,exact,0,8.57512,67.998,7.92969,boost::multiprecision::mpfr_float_backend<64>,exact,105.872,0,7.92969,no,-,-,-,-,-,-,-,-
Floating-point utilities,fmax,f256,fmax,primary,primary,211,boost::multiprecision::mpfr_float_backend<64>,yes,exact,320,100,Both,214.221,248.543,100,Both,exact,0,8.6626,68.851,7.94808,boost::multiprecision::mpfr_float_backend<64>,exact,105.779,0,7.94808,no,-,-,-,-,-,-,-,-
Floating-point utilities,fdim,f256,fdim,primary,primary,211,boost::multiprecision::mpfr_float_backend<64>,yes,exact,320,100,Both,154.982,276.319,100,No,exact,0,13.6499,64.859,4.75159,boost::multiprecision::mpfr_float_backend<64>,exact,165.018,0,4.75159,no,-,-,-,-,-,-,-,-
Floating-point utilities,copysign,f256,copysign,primary,primary,211,boost::multiprecision::mpfr_float_backend<64>,yes,exact,320,100,Both,214.128,247.093,100,Both,exact,0,8.69351,115.105,13.2404,boost::multiprecision::mpfr_float_backend<64>,exact,105.872,0,13.2404,no,-,-,-,-,-,-,-,-
Floating-point utilities,ldexp,f256,ldexp,primary,primary,209,boost::multiprecision::mpfr_float_backend<64>,yes,exact,320,100,Both,214.016,273.841,100,Both,exact,0,8.78417,55.1292,6.27597,qdpp (qd_real),0,0,0,1.26966,yes,exact,320,100,Both,0,0,11.1529,1.26966
