group,label,precision,operation,domain,domain_role,samples,primary_competitor,primary_competitor_supported,fltx_worst_bits,fltx_mean_bits,fltx_domain_score,fltx_inf_nan_correct,competitor_worst_bits,competitor_mean_bits,competitor_domain_score,competitor_inf_nan_correct,precision_gap_bits,domain_gap_pp,fltx_ns_iter,competitor_ns_iter,speed_ratio,preferred_reference,preferred_mean_gap_bits,preferred_worst_gap_bits,preferred_domain_gap_pp,preferred_speed_ratio,qdpp (qd_real)_supported,qdpp (qd_real)_worst_bits,qdpp (qd_real)_mean_bits,qdpp (qd_real)_domain_score,qdpp (qd_real)_inf_nan_correct,qdpp (qd_real)_gap_bits,qdpp (qd_real)_domain_gap_pp,qdpp (qd_real)_ns_iter,qdpp (qd_real)_speed_ratio
IO,"parse(rand_prec, fixed, brute-med)",f256,"parse(rand_prec, fixed, brute-med)",io,primary,1000,boost::multiprecision::mpfr_float_backend<64>,yes,215.129,220.131,100,-,214.086,216.205,100,-,1.04281,0,520.225,578.975,1.11293,qdpp (qd_real),1.73741,0.398693,0,4.38022,yes,214.73,218.393,100,-,0.398693,0,2278.7,4.38022
IO,"parse(rand_prec, fixed, brute-tiny)",f256,"parse(rand_prec, fixed, brute-tiny)",io,primary,1000,boost::multiprecision::mpfr_float_backend<64>,yes,215.129,220,100,-,214.028,216.095,100,-,1.10088,0,515.075,585.275,1.13629,qdpp (qd_real),1.77772,0.0348112,0,4.28273,yes,215.094,218.223,100,-,0.0348112,0,2205.93,4.28273
IO,"parse(rand_prec, hexfloat, brute-huge)",f256,"parse(rand_prec, hexfloat, brute-huge)",io,primary,1000,boost::multiprecision::mpfr_float_backend<64>,no,exact,320,100,-,-,-,-,-,-,-,309.1,-,-,-,-,-,-,-,no,-,-,-,-,-,-,-,-
IO,"parse(rand_prec, hexfloat, brute-med)",f256,"parse(rand_prec, hexfloat, brute-med)",io,primary,1000,boost::multiprecision::mpfr_float_backend<64>,no,exact,320,100,-,-,-,-,-,-,-,314.95,-,-,-,-,-,-,-,no,-,-,-,-,-,-,-,-
IO,"parse(rand_prec, hexfloat, brute-tiny)",f256,"parse(rand_prec, hexfloat, brute-tiny)",io,primary,1000,boost::multiprecision::mpfr_float_backend<64>,no,exact,320,100,-,-,-,-,-,-,-,307.975,-,-,-,-,-,-,-,no,-,-,-,-,-,-,-,-
IO,"parse(rand_prec, scientific, brute-huge)",f256,"parse(rand_prec, scientific, brute-huge)",io,primary,1000,boost::multiprecision::mpfr_float_backend<64>,yes,121.962,222.061,100,-,214.043,218.45,100,-,-92.0811,0,533.15,660.875,1.23957,boost::multiprecision::mpfr_float_backend<64>,3.6101,-92.0811,0,1.23957,yes,0,216.067,64.1405,-,121.962,35.8595,2158.05,4.04774
IO,"parse(rand_prec, scientific, brute-med)",f256,"parse(rand_prec, scientific, brute-med)",io,primary,1000,boost::multiprecision::mpfr_float_backend<64>,yes,215.223,220.177,100,-,214.051,216.085,100,-,1.17153,0,518.025,619.2,1.19531,qdpp (qd_real),1.75671,1.38109,0,4.26567,yes,213.842,218.42,100,-,1.38109,0,2209.72,4.26567
IO,"parse(rand_prec, scientific, brute-tiny)",f256,"parse(rand_prec, scientific, brute-tiny)",io,primary,1000,boost::multiprecision::mpfr_float_backend<64>,yes,215.252,220.048,100,-,214.029,216.051,100,-,1.22317,0,516.1,617.975,1.19739,qdpp (qd_real),1.78386,0.634768,0,4.27931,yes,214.617,218.264,100,-,0.634768,0,2208.55,4.27931
IO,"parse(short-med, fixed)",f256,"parse(short-med, fixed)",io,primary,1000,boost::multiprecision::mpfr_float_backend<64>,yes,215.125,263.462,100,-,214.118,261.35,100,-,1.00695,0,60.1,313.875,5.22255,qdpp (qd_real),1.76536,0.259661,0,8.88062,yes,214.866,261.696,100,-,0.259661,0,533.725,8.88062
IO,"parse(small-exp, fixed)",f256,"parse(small-exp, fixed)",io,primary,1000,boost::multiprecision::mpfr_float_backend<64>,yes,215.111,219.972,100,-,214.075,215.918,100,-,1.03632,0,760.25,1236.55,1.6265,boost::multiprecision::mpfr_float_backend<64>,4.05405,1.03632,0,1.6265,yes,-0,0,0,-,215.111,100,3891.03,5.11809
IO,"parse(small-exp, hexfloat)",f256,"parse(small-exp, hexfloat)",io,primary,1000,boost::multiprecision::mpfr_float_backend<64>,no,215.37,306.512,100,-,-,-,-,-,-,-,766.275,-,-,-,-,-,-,-,no,-,-,-,-,-,-,-,-
IO,"parse(small-exp, scientific)",f256,"parse(small-exp, scientific)",io,primary,1000,boost::multiprecision::mpfr_float_backend<64>,yes,215.149,220.124,100,-,214.1,215.977,100,-,1.0481,0,836.325,767.85,0.918124,qdpp (qd_real),3.51109,1.65114,0,3.70254,yes,213.497,216.613,100,-,1.65114,0,3096.53,3.70254
IO,"parse(tiny, fixed)",f256,"parse(tiny, fixed)",io,primary,1000,boost::multiprecision::mpfr_float_backend<64>,yes,215.093,219.945,100,-,214.027,215.838,100,-,1.06668,0,521.675,670.6,1.28547,qdpp (qd_real),1.46464,0.174875,0,5.71338,yes,214.918,218.48,100,-,0.174875,0,2980.53,5.71338
IO,"parse(tiny, hexfloat)",f256,"parse(tiny, hexfloat)",io,primary,1000,boost::multiprecision::mpfr_float_backend<64>,no,215.461,306.963,100,-,-,-,-,-,-,-,740.825,-,-,-,-,-,-,-,no,-,-,-,-,-,-,-,-
IO,"parse(tiny, scientific)",f256,"parse(tiny, scientific)",io,primary,1000,boost::multiprecision::mpfr_float_backend<64>,yes,215.114,219.947,100,-,214.08,215.99,100,-,1.03357,0,617.925,711.8,1.15192,qdpp (qd_real),2.15224,1.85905,0,4.76158,yes,213.255,217.795,100,-,1.85905,0,2942.3,4.76158
IO,parse (average),f256,parse (average),io,primary,9000,boost::multiprecision::mpfr_float_backend<64>,yes,182.288,221.859,100,-,214.054,217.984,100,-,-31.7665,0,515.156,671.819,1.30411,boost::multiprecision::mpfr_float_backend<64>,3.875,-31.7665,0,1.30411,yes,150.014,207.37,84.709,-,32.274,15.291,2363.72,4.58836
Rounding,floor,f256,floor,primary,primary,210,boost::multiprecision::mpfr_float_backend<64>,yes,exact,320,100,Yes,exact,320,99.9302,Yes,0,0.0697528,8.69246,55.4663,6.38097,qdpp (qd_real),0,0,0,0.997606,yes,exact,320,100,No,0,0,8.67164,0.997606
Rounding,ceil,f256,ceil,primary,primary,210,boost::multiprecision::mpfr_float_backend<64>,yes,exact,320,100,Yes,exact,320,99.9541,Yes,0,0.0458559,8.58943,58.5581,6.81746,qdpp (qd_real),0,0,0,1.0042,yes,exact,320,100,No,0,0,8.62552,1.0042
Rounding,trunc,f256,trunc,primary,primary,210,boost::multiprecision::mpfr_float_backend<64>,yes,exact,320,100,Yes,exact,320,99.717,Yes,0,0.283009,8.54239,45.4569,5.32134,qdpp (qd_real),0,0,0,1.00426,yes,exact,320,100,No,0,0,8.57881,1.00426
Rounding,round,f256,round,primary,primary,210,boost::multiprecision::mpfr_float_backend<64>,yes,exact,320,79.936,Yes,exact,320,100,Yes,0,-20.064,8.52338,122.039,14.3182,boost::multiprecision::mpfr_float_backend<64>,0,0,-20.064,14.3182,yes,12.2088,289.847,79.6815,No,exact,0.25448,8.87299,1.04102
Rounding,nearbyint,f256,nearbyint,primary,primary,210,boost::multiprecision::mpfr_float_backend<64>,yes,exact,320,79.8622,Yes,exact,320,99.9413,Yes,0,-20.0791,8.54855,116.463,13.6237,boost::multiprecision::mpfr_float_backend<64>,0,0,-20.0791,13.6237,yes,12.2088,289.847,79.6842,No,exact,0.177988,8.94462,1.04633
Rounding,rint,f256,rint,primary,primary,210,boost::multiprecision::mpfr_float_backend<64>,yes,exact,320,79.8622,Yes,exact,320,100,Yes,0,-20.1378,8.7902,136.272,15.5027,boost::multiprecision::mpfr_float_backend<64>,0,0,-20.1378,15.5027,yes,12.2088,289.847,79.6877,No,exact,0.17444,10.504,1.19496
Rounding,lround,f256,lround,primary,primary,210,boost::multiprecision::mpfr_float_backend<64>,yes,exact,320,100,-,exact,320,100,-,0,0,4.19545,208.552,49.7092,boost::multiprecision::mpfr_float_backend<64>,0,0,0,49.7092,no,-,-,-,-,-,-,-,-
Rounding,llround,f256,llround,primary,primary,210,boost::multiprecision::mpfr_float_backend<64>,yes,exact,320,100,-,exact,320,100,-,0,0,5.44428,384.641,70.6506,boost::multiprecision::mpfr_float_backend<64>,0,0,0,70.6506,no,-,-,-,-,-,-,-,-
Rounding,lrint,f256,lrint,primary,primary,210,boost::multiprecision::mpfr_float_backend<64>,yes,exact,320,100,-,exact,320,79.8535,-,0,20.1465,7.1288,245.404,34.4243,boost::multiprecision::mpfr_float_backend<64>,0,0,20.1465,34.4243,no,-,-,-,-,-,-,-,-
Rounding,llrint,f256,llrint,primary,primary,210,boost::multiprecision::mpfr_float_backend<64>,yes,exact,320,100,-,exact,320,79.8535,-,0,20.1465,5.44195,286.92,52.7238,boost::multiprecision::mpfr_float_backend<64>,0,0,20.1465,52.7238,no,-,-,-,-,-,-,-,-
Remainders,fmod,f256,fmod,primary,primary,209,boost::multiprecision::mpfr_float_backend<64>,yes,216.988,312.135,96.4902,Yes,175.516,228.115,39.61,Yes,41.4725,56.8802,82.3137,352.025,4.27662,qdpp (qd_real),39.3368,37.0759,63.3839,5.22934,yes,179.912,272.798,33.1063,No,37.0759,63.3839,430.447,5.22934
Remainders,remainder,f256,remainder,primary,primary,209,boost::multiprecision::mpfr_float_backend<64>,yes,216.142,312.124,99.7428,Yes,175.516,227.974,40.3035,Yes,40.6262,59.4393,110.721,332.15,2.99988,qdpp (qd_real),38.9366,37.5796,65.7699,3.94862,yes,178.562,273.188,33.9729,No,37.5796,65.7699,437.194,3.94862
Remainders,remquo,f256,remquo,primary,primary,209,boost::multiprecision::mpfr_float_backend<64>,yes,216.142,312.124,99.6781,Yes,175.516,227.974,39.9424,Yes,40.6262,59.7356,108.729,392.849,3.61312,boost::multiprecision::mpfr_float_backend<64>,84.1507,40.6262,59.7356,3.61312,no,-,-,-,-,-,-,-,-
Floating-point utilities,abs,f256,fabs,primary,primary,213,boost::multiprecision::mpfr_float_backend<64>,yes,exact,320,100,Yes,214.055,255.901,100,Yes,exact,0,8.6245,47.1716,5.46949,qdpp (qd_real),0,0,0,1.01517,yes,exact,320,100,No,0,0,8.7553,1.01517
Floating-point utilities,fma,f256,fma,primary,primary,207,boost::multiprecision::mpfr_float_backend<64>,yes,215.271,228.932,100,Yes,201.292,221.076,100,Yes,13.9785,0,33.3625,139.777,4.18962,boost::multiprecision::mpfr_float_backend<64>,7.85605,13.9785,0,4.18962,no,-,-,-,-,-,-,-,-
Floating-point utilities,fmin,f256,fmin,primary,primary,209,boost::multiprecision::mpfr_float_backend<64>,yes,exact,320,100,Yes,214.08,246.27,100,Yes,exact,0,8.76815,87.6854,10.0005,boost::multiprecision::mpfr_float_backend<64>,exact,105.92,0,10.0005,no,-,-,-,-,-,-,-,-
Floating-point utilities,fmax,f256,fmax,primary,primary,209,boost::multiprecision::mpfr_float_backend<64>,yes,exact,320,100,Yes,214.204,246.424,100,Yes,exact,0,9.00278,93.9116,10.4314,boost::multiprecision::mpfr_float_backend<64>,exact,105.796,0,10.4314,no,-,-,-,-,-,-,-,-
Floating-point utilities,fdim,f256,fdim,primary,primary,209,boost::multiprecision::mpfr_float_backend<64>,yes,215.533,291.086,100,Yes,153.759,274.1,100,No,61.7736,0,9.63222,62.0724,6.44425,boost::multiprecision::mpfr_float_backend<64>,16.9855,61.7736,0,6.44425,no,-,-,-,-,-,-,-,-
Floating-point utilities,copysign,f256,copysign,primary,primary,209,boost::multiprecision::mpfr_float_backend<64>,yes,exact,320,100,Yes,214.094,250.987,100,Yes,exact,0,8.83856,81.4647,9.21696,boost::multiprecision::mpfr_float_backend<64>,exact,105.906,0,9.21696,no,-,-,-,-,-,-,-,-
Floating-point utilities,ldexp,f256,ldexp,primary,primary,209,boost::multiprecision::mpfr_float_backend<64>,yes,exact,320,100,Yes,214.289,349.018,100,Yes,exact,0,10.1414,71.5311,7.05335,qdpp (qd_real),0,0,0,2.97851,yes,exact,320,100,Yes,0,0,30.2063,2.97851
Floating-point utilities,scalbn,f256,scalbn,primary,primary,209,boost::multiprecision::mpfr_float_backend<64>,yes,exact,320,100,Yes,214.289,349.018,100,Yes,exact,0,11.0551,65.5242,5.92706,qdpp (qd_real),0,0,0,1.93674,yes,exact,320,100,Yes,0,0,21.4108,1.93674
Floating-point utilities,scalbln,f256,scalbln,primary,primary,209,boost::multiprecision::mpfr_float_backend<64>,yes,exact,320,100,Yes,214.289,349.018,100,Yes,exact,0,14.0584,59.8454,4.25691,qdpp (qd_real),0,0,0,1.74215,yes,exact,320,100,Yes,0,0,24.4919,1.74215
Floating-point utilities,frexp,f256,frexp,primary,primary,213,boost::multiprecision::mpfr_float_backend<64>,yes,exact,320,100,Yes,214.055,255.901,100,Yes,exact,0,15.1845,68.8183,4.53213,boost::multiprecision::mpfr_float_backend<64>,exact,105.945,0,4.53213,no,-,-,-,-,-,-,-,-
Floating-point utilities,modf,f256,modf,primary,primary,210,boost::multiprecision::mpfr_float_backend<64>,yes,exact,320,100,No,185.591,212.524,50.6394,No,exact,49.3606,13.1116,136.175,10.3859,boost::multiprecision::mpfr_float_backend<64>,exact,134.409,49.3606,10.3859,no,-,-,-,-,-,-,-,-
Floating-point utilities,ilogb,f256,ilogb,primary,primary,209,boost::multiprecision::mpfr_float_backend<64>,yes,exact,320,50.2982,Yes,exact,320,100,Yes,0,-49.7018,2.18812,45.2739,20.6908,boost::multiprecision::mpfr_float_backend<64>,0,0,-49.7018,20.6908,no,-,-,-,-,-,-,-,-
Floating-point utilities,logb,f256,logb,primary,primary,209,boost::multiprecision::mpfr_float_backend<64>,yes,exact,320,50.0672,Yes,exact,320,79.9467,Yes,0,-29.8795,9.00676,145.786,16.1863,boost::multiprecision::mpfr_float_backend<64>,0,0,-29.8795,16.1863,no,-,-,-,-,-,-,-,-
Floating-point utilities,nextafter,f256,nextafter,primary,primary,212,boost::multiprecision::mpfr_float_backend<64>,yes,214.154,265.894,100,Yes,212.462,235.373,100,No,1.69248,0,8.80333,890.524,101.158,boost::multiprecision::mpfr_float_backend<64>,30.521,1.69248,0,101.158,no,-,-,-,-,-,-,-,-
Floating-point utilities,nexttoward(type),f256,nexttoward,primary,primary,212,boost::multiprecision::mpfr_float_backend<64>,yes,214.154,265.894,100,Yes,212.462,235.373,100,No,1.69248,0,8.6469,862.828,99.7847,boost::multiprecision::mpfr_float_backend<64>,30.521,1.69248,0,99.7847,no,-,-,-,-,-,-,-,-
Roots & powers,sqrt,f256,sqrt,primary,primary,209,boost::multiprecision::mpfr_float_backend<64>,yes,214.052,228.132,100,Yes,213.903,225.978,100,Yes,0.149008,0,99.7606,140.871,1.41209,boost::multiprecision::mpfr_float_backend<64>,2.1538,0.149008,0,1.41209,yes,213.883,227.662,77.0333,No,0.169424,22.9667,603.688,6.05136
Roots & powers,cbrt,f256,cbrt,primary,primary,213,boost::multiprecision::mpfr_float_backend<64>,yes,215.425,226.417,100,Yes,213.978,223.224,100,Yes,1.44669,0,399.441,435.084,1.08923,boost::multiprecision::mpfr_float_backend<64>,3.19377,1.44669,0,1.08923,yes,214.59,224.668,79.8498,No,0.834286,20.1502,1461.2,3.6581
Roots & powers,hypot,f256,hypot,primary,primary,208,boost::multiprecision::mpfr_float_backend<64>,yes,215.138,224.013,100,Yes,212.755,219.839,100,Yes,2.38265,0,189.964,581.057,3.05877,boost::multiprecision::mpfr_float_backend<64>,4.17337,2.38265,0,3.05877,no,-,-,-,-,-,-,-,-
Roots & powers,pow,f256,pow,primary,primary,209,boost::multiprecision::mpfr_float_backend<64>,yes,209.795,226.426,98.3788,Yes,206.541,224.645,99.741,Yes,3.25376,-1.36221,2808.67,4556.29,1.62222,boost::multiprecision::mpfr_float_backend<64>,1.78092,3.25376,-1.36221,1.62222,yes,209.406,226.925,98.5518,No,0.389309,-0.173002,11904.7,4.23855
Exponentials,exp,f256,exp,primary,primary,209,boost::multiprecision::mpfr_float_backend<64>,yes,213.61,231.353,100,Yes,208.98,226.702,100,Yes,4.62958,0,914.407,1334.55,1.45947,boost::multiprecision::mpfr_float_backend<64>,4.65096,4.62958,0,1.45947,yes,214.094,231.168,100,Yes,-0.484321,0,2845.92,3.11231
Exponentials,exp2,f256,exp2,primary,primary,209,boost::multiprecision::mpfr_float_backend<64>,yes,214.99,251.352,100,Yes,208.5,244.85,100,Yes,6.48984,0,807.637,1648.53,2.04118,boost::multiprecision::mpfr_float_backend<64>,6.50281,6.48984,0,2.04118,no,-,-,-,-,-,-,-,-
Exponentials,expm1,f256,expm1,primary,primary,209,boost::multiprecision::mpfr_float_backend<64>,yes,214.502,219.17,100,Yes,209.942,215.533,100,Yes,4.55968,0,915.962,1523.53,1.66331,boost::multiprecision::mpfr_float_backend<64>,3.63665,4.55968,0,1.66331,yes,-0,217.528,79.9094,No,214.502,20.0906,2860.86,3.12334
Logarithms,log,f256,log,primary,primary,209,boost::multiprecision::mpfr_float_backend<64>,yes,214.657,218.228,100,Yes,213.896,216.248,100,Yes,0.761088,0,1530.03,2909.86,1.90184,boost::multiprecision::mpfr_float_backend<64>,1.97966,0.761088,0,1.90184,yes,215.197,219.833,77.7398,No,-0.539934,22.2602,9104.13,5.9503
Logarithms,log2,f256,log2,primary,primary,209,boost::multiprecision::mpfr_float_backend<64>,yes,214.676,217.984,100,Yes,213.894,216.083,100,Yes,0.781578,0,1546.57,3177.67,2.05465,boost::multiprecision::mpfr_float_backend<64>,1.90134,0.781578,0,2.05465,no,-,-,-,-,-,-,-,-
Logarithms,log10,f256,log10,primary,primary,209,boost::multiprecision::mpfr_float_backend<64>,yes,214.75,217.938,100,Yes,214.17,216.072,100,Yes,0.58041,0,2645.29,5704.06,2.15631,boost::multiprecision::mpfr_float_backend<64>,1.86535,0.58041,0,2.15631,yes,214.254,216.662,77.7463,No,0.496265,22.2537,9409.14,3.55694
Logarithms,log1p,f256,log1p,primary,primary,209,boost::multiprecision::mpfr_float_backend<64>,yes,214.691,218.227,100,Yes,213.569,216.674,100,Yes,1.12244,0,1603.09,2968.51,1.85175,boost::multiprecision::mpfr_float_backend<64>,1.55278,1.12244,0,1.85175,yes,6.56927,217.391,80.5359,No,208.122,19.4641,8849.1,5.52004
Trigonometric,sin,f256,sin,primary,primary,216,boost::multiprecision::mpfr_float_backend<64>,yes,202.41,205.485,96.4279,Yes,199,207.158,95.5242,Yes,3.40944,0.903703,791.216,2120.47,2.68002,boost::multiprecision::mpfr_float_backend<64>,-1.67338,3.40944,0.903703,2.68002,yes,200.018,205.278,77.6214,No,2.39181,18.8065,2557.56,3.23244
Trigonometric,cos,f256,cos,primary,primary,216,boost::multiprecision::mpfr_float_backend<64>,yes,202.41,205.438,96.5251,Yes,199,207.026,95.639,Yes,3.40947,0.886069,787.468,1646.43,2.09079,boost::multiprecision::mpfr_float_backend<64>,-1.58728,3.40947,0.886069,2.09079,yes,200.607,205.235,77.6716,Yes,1.80272,18.8535,2580.21,3.27659
Trigonometric,tan,f256,tan,primary,primary,210,boost::multiprecision::mpfr_float_backend<64>,yes,195.789,203.071,92.6455,Yes,192.282,203.844,94.4627,Yes,3.50706,-1.81718,971.537,2377.76,2.44742,boost::multiprecision::mpfr_float_backend<64>,-0.773539,3.50706,-1.81718,2.44742,yes,195.18,202.95,77.0199,No,0.609092,15.6257,3090.9,3.18145
Trigonometric,asin,f256,asin,primary,primary,209,boost::multiprecision::mpfr_float_backend<64>,yes,214.746,219.492,100,Yes,212.317,216.908,100,Yes,2.42929,0,1330.71,6855.2,5.15154,boost::multiprecision::mpfr_float_backend<64>,2.5843,2.42929,0,5.15154,yes,213.543,217.789,100,No,1.20299,0,11573.5,8.69722
Trigonometric,acos,f256,acos,primary,primary,209,boost::multiprecision::mpfr_float_backend<64>,yes,215.198,218.751,100,Yes,213.02,216.266,100,Yes,2.17742,0,1368.29,6994.51,5.11185,boost::multiprecision::mpfr_float_backend<64>,2.48432,2.17742,0,5.11185,yes,214.422,217.712,100,No,0.775937,0,11567.7,8.45407
Trigonometric,atan,f256,atan,primary,primary,213,boost::multiprecision::mpfr_float_backend<64>,yes,215.393,240.077,100,Yes,214.518,236.837,100,Yes,0.875001,0,865.545,3058.95,3.53414,boost::multiprecision::mpfr_float_backend<64>,3.23991,0.875001,0,3.53414,yes,213.926,239.232,40.1557,No,1.46775,59.8443,8623.07,9.96259
Trigonometric,atan2,f256,atan2,primary,primary,209,boost::multiprecision::mpfr_float_backend<64>,yes,215.211,225.563,96.8506,Yes,214.039,222.867,100,Yes,1.17174,-3.14941,1023.99,5247.5,5.12457,boost::multiprecision::mpfr_float_backend<64>,2.69579,1.17174,-3.14941,5.12457,yes,213.323,224.322,27.0116,No,1.8883,69.839,8501.13,8.30199
Hyperbolic,sinh,f256,sinh,primary,primary,209,boost::multiprecision::mpfr_float_backend<64>,yes,214.014,217.677,100,Yes,208.974,214.922,100,Yes,5.04057,0,1142.78,1606.04,1.40539,boost::multiprecision::mpfr_float_backend<64>,2.75484,5.04057,0,1.40539,yes,213.971,217.69,100,No,0.0431231,0,3255.81,2.84903
Hyperbolic,cosh,f256,cosh,primary,primary,209,boost::multiprecision::mpfr_float_backend<64>,yes,213.938,217.603,100,Yes,208.972,214.263,100,Yes,4.96552,0,1175.5,1825.27,1.55276,boost::multiprecision::mpfr_float_backend<64>,3.34028,4.96552,0,1.55276,yes,213.938,217.468,100,No,0,0,3422.28,2.91133
Hyperbolic,tanh,f256,tanh,primary,primary,209,boost::multiprecision::mpfr_float_backend<64>,yes,216.111,226.362,100,Yes,214.65,217.494,100,Yes,1.46088,0,1190.96,1996.63,1.67649,boost::multiprecision::mpfr_float_backend<64>,8.86797,1.46088,0,1.67649,yes,214.858,226.069,100,No,1.25284,0,3667.48,3.07943
Inverse hyperbolic,asinh,f256,asinh,primary,primary,209,boost::multiprecision::mpfr_float_backend<64>,yes,214.873,225.311,100,Yes,213.826,223.597,100,Yes,1.04613,0,2169.22,8384.72,3.86532,boost::multiprecision::mpfr_float_backend<64>,1.7136,1.04613,0,3.86532,yes,6.56927,224.046,39.4823,No,208.303,60.5177,9703.18,4.47313
Inverse hyperbolic,acosh,f256,acosh,primary,primary,209,boost::multiprecision::mpfr_float_backend<64>,yes,214.473,221.4,100,Yes,185.812,214.113,100,Yes,28.6611,0,2045.14,6103.6,2.98444,boost::multiprecision::mpfr_float_backend<64>,7.28712,28.6611,0,2.98444,yes,6.56927,220.233,13.7783,No,207.904,86.2217,9682,4.73415
Inverse hyperbolic,atanh,f256,atanh,primary,primary,209,boost::multiprecision::mpfr_float_backend<64>,yes,214.905,228.626,100,Yes,166.255,221.483,100,Yes,48.6499,0,1739.21,4195.21,2.41213,boost::multiprecision::mpfr_float_backend<64>,7.14344,48.6499,0,2.41213,yes,7.56927,226.777,80.6572,No,207.335,19.3428,9210.33,5.29569
Special functions,erfc,f256,erfc,primary,primary,209,boost::multiprecision::mpfr_float_backend<64>,yes,197.073,214.887,96.5522,Yes,214.05,223.286,100,Yes,-16.9761,-3.4478,9351.09,44277.3,4.73499,boost::multiprecision::mpfr_float_backend<64>,-8.39933,-16.9761,-3.4478,4.73499,no,-,-,-,-,-,-,-,-
Special functions,erf,f256,erf,primary,primary,209,boost::multiprecision::mpfr_float_backend<64>,yes,197.064,211.674,96.429,Yes,214.438,217.386,100,Yes,-17.3736,-3.57096,9707.81,35621,3.66931,boost::multiprecision::mpfr_float_backend<64>,-5.71199,-17.3736,-3.57096,3.66931,no,-,-,-,-,-,-,-,-
Special functions,tgamma,f256,tgamma,primary,primary,209,boost::multiprecision::mpfr_float_backend<64>,yes,202.591,209.207,96.238,Yes,207.172,213.035,100,Yes,-4.58062,-3.76198,8152.19,25970.7,3.18574,boost::multiprecision::mpfr_float_backend<64>,-3.82782,-4.58062,-3.76198,3.18574,no,-,-,-,-,-,-,-,-
Special functions,lgamma,f256,lgamma,primary,primary,209,boost::multiprecision::mpfr_float_backend<64>,yes,202.629,212.714,45.6971,Yes,213.029,215.868,46.0069,Yes,-10.3997,-0.309894,6995.4,28873.7,4.12753,boost::multiprecision::mpfr_float_backend<64>,-3.15456,-10.3997,-0.309894,4.12753,no,-,-,-,-,-,-,-,-
Comparisons,operator==,f256,operator==,primary,primary,212,boost::multiprecision::mpfr_float_backend<64>,yes,320,320,100,Yes,320,320,100,Yes,0,0,2.20094,6.59188,2.99503,qdpp (qd_real),0,0,0,0.992544,yes,320,320,100,Yes,0,0,2.18453,0.992544
Comparisons,operator!=,f256,operator!=,primary,primary,212,boost::multiprecision::mpfr_float_backend<64>,yes,320,320,100,Yes,320,320,100,Yes,0,0,2.22928,7.45564,3.34441,qdpp (qd_real),0,0,0,0.988847,yes,320,320,100,Yes,0,0,2.20442,0.988847
Comparisons,operator<,f256,operator<,primary,primary,212,boost::multiprecision::mpfr_float_backend<64>,yes,320,320,100,Yes,320,320,100,Yes,0,0,2.20865,2.9737,1.34639,qdpp (qd_real),0,0,0,1.00901,yes,320,320,100,Yes,0,0,2.22854,1.00901
Comparisons,operator>,f256,operator>,primary,primary,212,boost::multiprecision::mpfr_float_backend<64>,yes,320,320,100,Yes,320,320,100,Yes,0,0,2.25589,5.06972,2.24733,qdpp (qd_real),0,0,0,0.983027,yes,320,320,100,Yes,0,0,2.2176,0.983027
Comparisons,operator<=,f256,operator<=,primary,primary,212,boost::multiprecision::mpfr_float_backend<64>,yes,320,320,100,Yes,320,320,100,Yes,0,0,2.27454,5.18931,2.28148,qdpp (qd_real),0,0,0,0.98885,yes,320,320,100,Yes,0,0,2.24917,0.98885
Comparisons,operator>=,f256,operator>=,primary,primary,212,boost::multiprecision::mpfr_float_backend<64>,yes,320,320,100,Yes,320,320,100,Yes,0,0,2.30089,6.02971,2.6206,qdpp (qd_real),0,0,0,0.97936,yes,320,320,100,Yes,0,0,2.2534,0.97936
