group,label,precision,operation,domain,domain_role,samples,primary_competitor,primary_competitor_supported,fltx_worst_bits,fltx_mean_bits,fltx_domain_score,fltx_inf_nan_correct,competitor_worst_bits,competitor_mean_bits,competitor_domain_score,competitor_inf_nan_correct,precision_gap_bits,domain_gap_pp,fltx_ns_iter,competitor_ns_iter,speed_ratio,preferred_reference,preferred_mean_gap_bits,preferred_worst_gap_bits,preferred_domain_gap_pp,preferred_speed_ratio,qdpp (dd_real)_supported,qdpp (dd_real)_worst_bits,qdpp (dd_real)_mean_bits,qdpp (dd_real)_domain_score,qdpp (dd_real)_inf_nan_correct,qdpp (dd_real)_gap_bits,qdpp (dd_real)_domain_gap_pp,qdpp (dd_real)_ns_iter,qdpp (dd_real)_speed_ratio
Roots & powers,hypot,f128,hypot,primary,primary,413,boost::multiprecision::cpp_double_double,yes,105.476,128.895,99.859,Yes,104.326,128.782,99.7239,Yes,1.15046,0.135077,7.47104,541.117,72.4285,boost::multiprecision::cpp_double_double,0.113233,1.15046,0.135077,72.4285,no,-,-,-,-,-,-,-,-
Roots & powers,pow,f128,pow,primary,primary,414,boost::multiprecision::cpp_double_double,yes,99.5549,114.576,94.6631,Yes,93.7216,110.711,75.976,No,5.83326,18.6871,247.139,5562.96,22.5094,qdpp (dd_real),0.456662,1.18337,3.08972,2.00613,yes,98.3715,114.119,91.5734,No,1.18337,3.08972,495.793,2.00613
Exponentials,exp,f128,exp,primary,primary,414,boost::multiprecision::cpp_double_double,yes,104.522,121.283,99.1477,Yes,99.9802,116.772,93.9605,Yes,4.54173,5.18728,84.6128,2617.34,30.9331,qdpp (dd_real),0.371051,0.455248,9.57124,2.56143,yes,104.067,120.912,89.5765,Yes,0.455248,9.57124,216.73,2.56143
Exponentials,exp2,f128,exp2,primary,primary,414,boost::multiprecision::cpp_double_double,yes,105.471,141.607,99.8769,Yes,98.7852,134.504,75.8031,Yes,6.68533,24.0738,86.1325,5608.68,65.1169,boost::multiprecision::cpp_double_double,7.10267,6.68533,24.0738,65.1169,no,-,-,-,-,-,-,-,-
Exponentials,expm1,f128,expm1,primary,primary,414,boost::multiprecision::cpp_double_double,yes,104.909,109.344,99.1975,Yes,100.389,106.777,94.0052,No,4.52015,5.19231,88.0484,2605.16,29.5878,qdpp (dd_real),0.597142,104.909,19.8928,2.44727,yes,-0,108.747,79.3047,No,104.909,19.8928,215.478,2.44727
Logarithms,log,f128,log,primary,primary,414,boost::multiprecision::cpp_double_double,yes,105.306,108.642,99.6336,Yes,101.707,106.836,78.937,Yes,3.59907,20.6965,133.2,2918.32,21.9093,qdpp (dd_real),2.35355,3.16836,23.4362,2.06766,yes,102.137,106.288,76.1974,No,3.16836,23.4362,275.413,2.06766
Logarithms,log2,f128,log2,primary,primary,414,boost::multiprecision::cpp_double_double,yes,104.896,108.256,99.427,Yes,101.187,106.822,78.8714,Yes,3.70878,20.5556,136.451,3027.92,22.1906,boost::multiprecision::cpp_double_double,1.43402,3.70878,20.5556,22.1906,no,-,-,-,-,-,-,-,-
Logarithms,log10,f128,log10,primary,primary,414,boost::multiprecision::cpp_double_double,yes,104.266,108.043,99.4773,Yes,102.553,103.8,77.9705,Yes,1.7126,21.5068,160.494,3026.13,18.8551,qdpp (dd_real),2.11853,2.14556,23.3142,1.87046,yes,102.12,105.925,76.1631,No,2.14556,23.3142,300.196,1.87046
Logarithms,log1p,f128,log1p,primary,primary,414,boost::multiprecision::cpp_double_double,yes,105.327,108.868,99.7976,Yes,100.817,105.696,98.4515,No,4.51024,1.34614,146.949,3611.33,24.5753,qdpp (dd_real),1.19919,104.327,22.2621,1.77332,yes,1,107.668,77.5355,No,104.327,22.2621,260.588,1.77332
Trigonometric,sin,f128,sin,primary,primary,421,boost::multiprecision::cpp_double_double,yes,106.2,110.33,99.9169,Yes,90.1568,94.0443,89.2932,No,16.0436,10.6238,89.0416,6915.87,77.6701,qdpp (dd_real),14.6829,15.4546,26.1874,2.34938,yes,90.7458,95.6475,73.7295,No,15.4546,26.1874,209.192,2.34938
Trigonometric,cos,f128,cos,primary,primary,421,boost::multiprecision::cpp_double_double,yes,106.434,110.277,100,Yes,89.9031,93.952,89.3326,Yes,16.5311,10.6674,87.3724,6935.36,79.377,qdpp (dd_real),14.659,15.6884,26.2518,2.39556,yes,90.7458,95.6178,73.7482,Yes,15.6884,26.2518,209.305,2.39556
Trigonometric,tan,f128,tan,primary,primary,415,boost::multiprecision::cpp_double_double,yes,104.121,108.05,99.2398,Yes,78.8778,91.4901,81.7394,No,25.2434,17.5004,88.7424,14052.2,158.348,qdpp (dd_real),14.7713,22.9934,26.6412,2.73076,yes,81.1278,93.2789,72.5986,No,22.9934,26.6412,242.334,2.73076
Trigonometric,asin,f128,asin,primary,primary,414,boost::multiprecision::cpp_double_double,yes,105.275,109.623,99.8408,Yes,103.663,107.918,99.0232,No,1.61182,0.817579,179.536,25736.5,143.351,qdpp (dd_real),1.53834,1.47974,0.80451,2.08663,yes,103.795,108.085,99.0363,No,1.47974,0.80451,374.624,2.08663
Trigonometric,acos,f128,acos,primary,primary,414,boost::multiprecision::cpp_double_double,yes,105.658,108.98,99.7751,Yes,103.978,107.197,98.9702,Yes,1.68019,0.804906,190.632,25110.6,131.723,qdpp (dd_real),0.559693,2.11431,0.58528,1.98603,yes,103.544,108.42,99.1898,No,2.11431,0.58528,378.6,1.98603
Trigonometric,atan,f128,atan,primary,primary,418,boost::multiprecision::cpp_double_double,yes,106.045,135.893,99.9649,Yes,105.421,134.875,99.7737,No,0.623616,0.191186,129.679,4387.49,33.8334,qdpp (dd_real),0.246547,1.47115,59.7157,2.28529,yes,104.574,135.647,40.2492,No,1.47115,59.7157,296.354,2.28529
Trigonometric,atan2,f128,atan2,primary,primary,414,boost::multiprecision::cpp_double_double,yes,106.155,115.696,99.9876,Yes,104.95,113.842,46.0598,No,1.20486,53.9278,145.413,23454.1,161.293,qdpp (dd_real),0.982964,2.71047,69.8064,2.14839,yes,103.444,114.713,30.1812,No,2.71047,69.8064,312.405,2.14839
Hyperbolic,sinh,f128,sinh,primary,primary,414,boost::multiprecision::cpp_double_double,yes,104.459,108.093,99.0599,Yes,99.5015,104.577,46.8279,No,4.95741,52.232,96.54,2913.2,30.176,qdpp (dd_real),0.258406,0.182267,12.6371,2.56747,yes,104.277,107.834,86.4228,No,0.182267,12.6371,247.863,2.56747
Hyperbolic,cosh,f128,cosh,primary,primary,414,boost::multiprecision::cpp_double_double,yes,104.383,107.777,99.0567,Yes,99.5015,103.991,46.654,Yes,4.88119,52.4027,95.5496,2679.59,28.044,qdpp (dd_real),0.145257,-0.130505,9.37252,2.54834,yes,104.513,107.632,89.6842,No,-0.130505,9.37252,243.492,2.54834
Hyperbolic,tanh,f128,tanh,primary,primary,414,boost::multiprecision::cpp_double_double,yes,105.978,115.082,99.9662,Yes,102.522,108.342,98.7739,No,3.45606,1.19228,99.5795,3421.22,34.3567,qdpp (dd_real),-0.617134,-0.351436,9.74576,2.4816,yes,106.329,115.7,90.2205,No,-0.351436,9.74576,247.116,2.4816
Inverse hyperbolic,asinh,f128,asinh,primary,primary,414,boost::multiprecision::cpp_double_double,yes,105.05,114.568,99.6969,Yes,102.482,113.317,98.3038,No,2.56753,1.39307,147.988,3915.32,26.457,qdpp (dd_real),0.947054,104.05,59.7566,2.00374,yes,1,113.621,39.9403,No,104.05,59.7566,296.53,2.00374
Inverse hyperbolic,acosh,f128,acosh,primary,primary,414,boost::multiprecision::cpp_double_double,yes,105.179,112.151,99.7474,Yes,101.473,110.702,98.5174,Yes,3.70583,1.22996,161.724,3637.38,22.4913,qdpp (dd_real),1.71036,104.179,86.8038,1.77082,yes,1,110.44,12.9436,No,104.179,86.8038,286.384,1.77082
Inverse hyperbolic,atanh,f128,atanh,primary,primary,414,boost::multiprecision::cpp_double_double,yes,105.308,122.386,99.5997,Yes,102.253,120.859,97.9573,No,3.05495,1.64243,116.368,13436.1,115.462,qdpp (dd_real),1.6874,103.308,19.4654,2.52282,yes,2,120.698,80.1343,No,103.308,19.4654,293.575,2.52282
Special functions,erfc,f128,erfc,primary,primary,414,boost::multiprecision::cpp_double_double,yes,104.462,116.132,99.8076,Yes,103.203,116.135,99.6187,Yes,1.25926,0.188896,773.999,7810.03,10.0905,boost::multiprecision::cpp_double_double,-0.0028396,1.25926,0.188896,10.0905,no,-,-,-,-,-,-,-,-
Special functions,erf,f128,erf,primary,primary,414,boost::multiprecision::cpp_double_double,yes,104.462,110.08,99.8072,Yes,103.203,109.949,99.6181,No,1.25926,0.189137,855.261,7964.11,9.31191,boost::multiprecision::cpp_double_double,0.131002,1.25926,0.189137,9.31191,no,-,-,-,-,-,-,-,-
Special functions,tgamma,f128,tgamma,primary,primary,414,boost::multiprecision::cpp_double_double,yes,97.6676,105.084,92.6337,Yes,95.7871,100.796,73.4397,No,1.88048,19.194,492.872,16993.4,34.4784,boost::multiprecision::cpp_double_double,4.28725,1.88048,19.194,34.4784,no,-,-,-,-,-,-,-,-
Special functions,lgamma,f128,lgamma,primary,primary,414,boost::multiprecision::cpp_double_double,yes,103.094,107.77,98.7905,Yes,102.115,105.96,78.1851,Yes,0.979038,20.6053,526.111,15935.6,30.2894,boost::multiprecision::cpp_double_double,1.80972,0.979038,20.6053,30.2894,no,-,-,-,-,-,-,-,-
Comparisons,operator==,f128,operator==,primary,primary,417,boost::multiprecision::cpp_double_double,yes,160,160,100,Yes,160,160,79.9893,Yes,0,20.0107,2.13174,2.1334,1.00078,qdpp (dd_real),0,0,0,0.996633,yes,160,160,100,Yes,0,0,2.12456,0.996633
Comparisons,operator!=,f128,operator!=,primary,primary,417,boost::multiprecision::cpp_double_double,yes,160,160,100,Yes,160,160,79.9893,Yes,0,20.0107,2.12977,2.12334,0.996979,qdpp (dd_real),0,0,0,0.997445,yes,160,160,100,Yes,0,0,2.12433,0.997445
Comparisons,operator<,f128,operator<,primary,primary,417,boost::multiprecision::cpp_double_double,yes,160,160,100,Yes,160,160,100,Yes,0,0,2.13024,2.12378,0.996968,qdpp (dd_real),0,0,0,0.995888,yes,160,160,100,Yes,0,0,2.12148,0.995888
Comparisons,operator>,f128,operator>,primary,primary,417,boost::multiprecision::cpp_double_double,yes,160,160,100,Yes,160,160,79.9893,Yes,0,20.0107,2.12451,2.12055,0.998136,qdpp (dd_real),0,0,0,0.999682,yes,160,160,100,Yes,0,0,2.12383,0.999682
Comparisons,operator<=,f128,operator<=,primary,primary,417,boost::multiprecision::cpp_double_double,yes,160,160,100,Yes,160,160,79.9893,Yes,0,20.0107,2.12273,2.12045,0.998926,qdpp (dd_real),0,0,0,0.995682,yes,160,160,100,Yes,0,0,2.11357,0.995682
Comparisons,operator>=,f128,operator>=,primary,primary,417,boost::multiprecision::cpp_double_double,yes,160,160,100,Yes,160,160,100,Yes,0,0,2.12932,2.1222,0.996655,qdpp (dd_real),0,0,0,0.995443,yes,160,160,100,Yes,0,0,2.11962,0.995443
